RES_ID,RESPONSE,LABEL,DATA_TYPE,DATA_GROUP,BACK_TRANSLATED_RESPONSE,CLEAN_RESPONSE,CORRECTED_RESPONSE,NORMALIZE_RESPONSE
TSA239,karena iklim yg tidak mendukung kita akn bisa mati,1,TEST,A,Karena iklim yang tidak mendukung kita akan bisa mati,karena iklim yang tidak mendukung kita akan bisa mati,karena iklim yang tidak mendukung kita akan bisa mati,karena iklim yang tidak mendukung kita akan bisa mati
TSA240,pengenalan pada lingkungan yang baru dan mata pencarian yang cukup sulit menjadi kendala warga,1,TEST,A,Pengantar lingkungan baru dan mata pencaharian yang cukup sulit untuk menjadi hambatan bagi warga negara,pengantar lingkungan baru dan mata pencaharian yang cukup sulit untuk menjadi hambatan bagi warga negara,pengantar lingkungan baru dan mata pencaharian yang cukup sulit untuk menjadi hambatan bagi warga negara,pengantar lingkungan baru dan mata pencaharian yang cukup sulit untuk menjadi hambatan bagi warga negara
TSA241,Travina tidak dapat diselamatkan sehingga investasi ini akan berdampak sesat,0,TEST,A,Travina tidak dapat diselamatkan sehingga investasi ini akan memiliki dampak yang salah arah,travina tidak dapat diselamatkan sehingga investasi ini akan memiliki dampak yang salah arah,trivia tidak dapat diselamatkan sehingga investasi ini akan memiliki dampak yang salah arah,trivia tidak dapat diselamatkan sehingga investasi ini akan memiliki dampak yang salah arah
TSA242,kekurangan makanan pakain dan tempat tinggal,1,TEST,A,Kurangnya pakaian dan tempat tinggal,kurangnya pakaian dan tempat tinggal,kurangnya pakaian dan tempat tinggal,kurangnya pakaian dan tempat tinggal
TSA243,membangun tempat tinggal yang baru,1,TEST,A,Membangun tempat tinggal baru,membangun tempat tinggal baru,membangun tempat tinggal baru,membangun tempat tinggal baru
TSA244,keberadaan mereka akan dianggap mengganggu oleh orang-orang yang tidak suka pada perpindahan tersebut,1,TEST,A,Keberadaan mereka akan dianggap mengganggu oleh orang yang tidak menyukai transfer,keberadaan mereka akan dianggap mengganggu oleh orang yang tidak menyukai transfer,keberadaan mereka akan hinggap mengganggu oleh orang yang tidak menyukai transfer,keberadaan mereka akan hinggap mengganggu oleh orang yang tidak menyukai transfer
TSA245,"suahna mendapatkan tempat tinggal baru, kehilangan sebagian harta bendanya, ribetnya perjalanan pengungsian ketempat pengungsian",0,TEST,A,"Kesulitan mendapatkan tempat baru untuk menginap, kehilangan sebagian dari propertinya, kompleksitas perjalanan pengungsi ke kamp pengungsi",kesulitan mendapatkan tempat baru untuk menginap kehilangan sebagian dari propertinya kompleksitas perjalanan pengungsi ke kamp pengungsi,kesulitan mendapatkan tempat baru untuk menginap kehilangan sebagian dari propertinya kompleksitas perjalanan pengungsi ke kamp pengungsi,kesulitan mendapatkan tempat baru untuk menginap kehilangan sebagian dari propertinya kompleksitas perjalanan pengungsi ke kamp pengungsi
TSA246,meninggalkan tempat tinggal lamanya dan meninggalkan lahan pertanian yang dulu pernah di pakai,0,TEST,A,Tinggalkan tempat tinggalnya yang lama dan tinggalkan lahan pertanian yang pernah digunakan,tinggalkan tempat tinggalnya yang lama dan tinggalkan lahan pertanian yang pernah digunakan,tinggalkan tempat tinggalan yang lama dan tinggalkan lahan pertanian yang pernah dilupakan,tinggalkan tempat tinggalan yang lama dan tinggalkan lahan pertanian yang pernah dilupakan
TSA247,beradaptasi dengan iklim maupun lingkungan barunya,1,TEST,A,beradaptasi dengan iklim dan lingkungan baru,beradaptasi dengan iklim dan lingkungan baru,beradaptasi dengan iklim dan lingkungan baru,beradaptasi dengan iklim dan lingkungan baru
TSA248,"akan merasakan iklim yg berbeda dari iklim sebelumnya,ditempat tinggal sebelum dia mengungsi",1,TEST,A,"akan merasakan iklim yang berbeda dari iklim sebelumnya, di tempat tinggal sebelum dia dievakuasi",akan merasakan iklim yang berbeda dari iklim sebelumnya di tempat tinggal sebelum dia dievakuasi,akan merasakan iklim yang berbeda dari iklim sebetulnya di tempat tinggal sebelum dia evakuasi,akan merasakan iklim yang berbeda dari iklim sebetulnya di tempat tinggal sebelum dia evakuasi
TSA249,sulitnya mencari pekerjaan dan sulitnya mencari tempat tinggal yang layak.,1,TEST,A,Kesulitan menemukan pekerjaan dan kesulitan menemukan tempat yang layak untuk tinggal.,kesulitan menemukan pekerjaan dan kesulitan menemukan tempat yang layak untuk tinggal,kesulitan menemukan pekerjaan dan kesulitan menemukan tempat yang layak untuk tinggal,kesulitan menemukan pekerjaan dan kesulitan menemukan tempat yang layak untuk tinggal
TSA250,"Mereka akan kehilangan lahan pertanian, ternak, bahkan rumah yang selama ini mereka huni.Dan mereka juga akan merasa kesulitan dalam menyesuai kan gaya hidup mereka pada tempat yang baru.",1,TEST,A,"Mereka akan kehilangan tanah pertanian, ternak, bahkan rumah -rumah tempat mereka tinggal. Dan mereka juga akan merasa sulit untuk menyesuaikan gaya hidup mereka di tempat baru.",mereka akan kehilangan tanah pertanian ternak bahkan rumah rumah tempat mereka tinggal dan mereka juga akan merasa sulit untuk menyesuaikan gaya hidup mereka di tempat baru,mereka akan kehilangan tanah pertanian ternak bahkan rumah rumah tempat mereka tinggal dan mereka juga akan merasa sulit untuk menyesuaikan gaya hidup mereka di tempat baru,mereka akan kehilangan tanah pertanian ternak bahkan rumah rumah tempat mereka tinggal dan mereka juga akan merasa sulit untuk menyesuaikan gaya hidup mereka di tempat baru
TSA251,"tsntsngsn dari pengunsi iklim adalah mereka akan meninggalkan daerah tempat tinggalnya,dan memasuki daerah baru yang iklimnya berbeda.",1,TEST,A,"Tstsngsn dari pengungsi iklim adalah bahwa mereka akan meninggalkan daerah tempat mereka tinggal, dan memasuki area baru dengan iklim yang berbeda.",tstsngsn dari pengungsi iklim adalah bahwa mereka akan meninggalkan daerah tempat mereka tinggal dan memasuki area baru dengan iklim yang berbeda,tstsngsn dari pengungsi iklim adalah bahwa mereka akan meninggalkan daerah tempat mereka tinggal dan memasuki area baru dengan iklim yang berbeda,tstsngsn dari pengungsi iklim adalah bahwa mereka akan meninggalkan daerah tempat mereka tinggal dan memasuki area baru dengan iklim yang berbeda
TSA252,adalah dengan selalu waspada dengan iklim di tempat baru karena tidak mengetahui iklim apa yang akan terjadi .,1,TEST,A,selalu waspada terhadap iklim di tempat baru karena tidak tahu iklim apa yang akan terjadi.,selalu waspada terhadap iklim di tempat baru karena tidak tahu iklim apa yang akan terjadi,selalu waspada terhadap iklim di tempat baru karena tidak tahu iklim apa yang akan terjadi,selalu waspada terhadap iklim di tempat baru karena tidak tahu iklim apa yang akan terjadi
TSA253,terpaksa meninggalkan komunitas atau negaranyaa karena bencana lingkungan,1,TEST,A,terpaksa meninggalkan komunitas atau negara karena bencana lingkungan,terpaksa meninggalkan komunitas atau negara karena bencana lingkungan,terpaksa meninggalkan komunitas atau negara karena bencana lingkungan,terpaksa meninggalkan komunitas atau negara karena bencana lingkungan
TSA254,susah diterima,0,TEST,A,sulit diterima,sulit diterima,sulit terima,sulit terima
TSA255,tantangannya dalah mereka harus beradabtasi ulang untuk memulai kehidupan baru.,1,TEST,A,Tantangannya adalah mereka harus beradaptasi untuk memulai kehidupan baru.,tantangannya adalah mereka harus beradaptasi untuk memulai kehidupan baru,tantangannya adalah mereka harus beradaptasi untuk memulai kehidupan baru,tantangannya adalah mereka harus beradaptasi untuk memulai kehidupan baru
TSA256,tempat tinggalnya kemungkinan akan lenyap atau telah dihuni oleh orang lain,1,TEST,A,di mana dia tinggal kemungkinan akan hilang atau dihuni oleh orang lain,di mana dia tinggal kemungkinan akan hilang atau dihuni oleh orang lain,di mana dia tinggal kemungkinan akan hilang atau dini oleh orang lain,di mana dia tinggal kemungkinan akan hilang atau dini oleh orang lain
TSA257,Mungkin mereka akan kehilangan tempat tinggal mereka,0,TEST,A,Mungkin mereka akan kehilangan tempat tinggal mereka,mungkin mereka akan kehilangan tempat tinggal mereka,mungkin mereka akan kehilangan tempat tinggal mereka,mungkin mereka akan kehilangan tempat tinggal mereka
TSA258,cana lingkungan. Apa satu tantangan yang akan dihadapi para pengungsi iklim ini ketika mereka pindah ke tempat baru? 1.akan sangat susah beradaptasi dilingkungan baru yang baru kita tempati,1,TEST,A,Kana Lingkungan. Apa tantangan yang akan dihadapi oleh pengungsi iklim ini ketika mereka pindah ke tempat baru? 1.Akan sangat sulit untuk beradaptasi di lingkungan baru yang baru saja kita tinggali,kana lingkungan apa tantangan yang akan dihadapi oleh pengungsi iklim ini ketika mereka pindah ke tempat baru  sangat sulit untuk beradaptasi di lingkungan baru yang baru saja kita tinggali,kana lingkungan apa tantangan yang akan diharap oleh pengungsi iklim ini ketika mereka pindah ke tempat baru sangat sulit untuk beradaptasi di lingkungan baru yang baru saja kita tinggal,kana lingkungan apa tantangan yang akan diharap oleh pengungsi iklim ini ketika mereka pindah ke tempat baru sangat sulit untuk beradaptasi di lingkungan baru yang baru saja kita tinggal
TSA259,terpaksa mninggalkan komunitas,1,TEST,A,Terpaksa meninggalkan komunitas,terpaksa meninggalkan komunitas,terpaksa meninggalkan komunitas,terpaksa meninggalkan komunitas
TSA260,Mereka harus bisa beradaptasi dengan kingkungan yg baru,1,TEST,A,Mereka harus dapat beradaptasi dengan lingkungan baru,mereka harus dapat beradaptasi dengan lingkungan baru,mereka harus dapat beradaptasi dengan lingkungan baru,mereka harus dapat beradaptasi dengan lingkungan baru
TSA261,mereka akan kehilangan apa yang mereka punya ditempat tinggal mereka ketika mengungsi.,1,TEST,A,Mereka akan kehilangan apa yang mereka miliki untuk hidup ketika evakuasi.,mereka akan kehilangan apa yang mereka miliki untuk hidup ketika evakuasi,mereka akan kehilangan apa yang mereka milik untuk hidup ketika evakuasi,mereka akan kehilangan apa yang mereka milik untuk hidup ketika evakuasi
TSA262,"mereka akan kehilangan tempat tinggal mereka yang lama dan kehilangan sebagian besar lahan pertanian mereka. selain itu, mereka juga akan beradaptasi kembali dengan lingkungan baru",1,TEST,A,"Mereka akan kehilangan tempat tinggal lama mereka dan kehilangan sebagian besar tanah pertanian mereka. Selain itu, mereka juga akan beradaptasi dengan lingkungan baru",mereka akan kehilangan tempat tinggal lama mereka dan kehilangan sebagian besar tanah pertanian mereka selain itu mereka juga akan beradaptasi dengan lingkungan baru,mereka akan kehilangan tempat tinggal lama mereka dan kehilangan sebagian besar tanah pertanian mereka selain itu mereka juga akan beradaptasi dengan lingkungan baru,mereka akan kehilangan tempat tinggal lama mereka dan kehilangan sebagian besar tanah pertanian mereka selain itu mereka juga akan beradaptasi dengan lingkungan baru
TSA263,Mereka akan kehilangan semua hasil ladang mereka dari daerah asal mereka,1,TEST,A,Mereka akan kehilangan semua bidang mereka dari area asalnya,mereka akan kehilangan semua bidang mereka dari area asalnya,mereka akan kehilangan semua bidang mereka dari area asalnya,mereka akan kehilangan semua bidang mereka dari area asalnya
TSA264,Tidak membangun proyek laut.,0,TEST,A,Tidak membangun proyek laut.,tidak membangun proyek laut,tidak membangun proyek laut,tidak membangun proyek laut
TSA265,"cuaca buruk,badai ,dan lain lain",0,TEST,A,"Cuaca buruk, badai, dll.",cuaca buruk badai dll,cuaca buruk badai dll,cuaca buruk badai dll
TSA266,MEREKA AQKAN LEBIH SULIT BERADAPTASI DENGAN LINGKUNGAN BARU DAN MENYEBABKAN KEHILANGAN HARTA YANG DIMILIKI KARENA BENCANA TERSEBUT,1,TEST,A,Mereka akan lebih sulit untuk beradaptasi dengan lingkungan baru dan menyebabkan hilangnya properti yang mereka miliki karena bencana,mereka akan lebih sulit untuk beradaptasi dengan lingkungan baru dan menyebabkan hilangnya properti yang mereka miliki karena bencana,mereka akan lebih sulit untuk beradaptasi dengan lingkungan baru dan menyebabkan belangnya properti yang mereka milik karena bencana,mereka akan lebih sulit untuk beradaptasi dengan lingkungan baru dan menyebabkan belangnya properti yang mereka milik karena bencana
TSA267,Pengungsi iklim adalah orang-orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,0,TEST,A,Pengungsi iklim adalah orang -orang yang dipaksa meninggalkan komunitas atau negara mereka karena bencana lingkungan.,pengungsi iklim adalah orang orang yang dipaksa meninggalkan komunitas atau negara mereka karena bencana lingkungan,pengungsi iklim adalah orang orang yang paksa meninggalkan komunitas atau negara mereka karena bencana lingkungan,pengungsi iklim adalah orang orang yang paksa meninggalkan komunitas atau negara mereka karena bencana lingkungan
TSA268,beradaptasi di tempat yang baru,1,TEST,A,beradaptasi di tempat baru,beradaptasi di tempat baru,beradaptasi di tempat baru,beradaptasi di tempat baru
TSA269,satu tantanganya adalah harus beradabtasi denggan iklim,0,TEST,A,Salah satu keuntungan adalah beradaptasi dengan iklim,salah satu keuntungan adalah beradaptasi dengan iklim,salah satu keuntungan adalah beradaptasi dengan iklim,salah satu keuntungan adalah beradaptasi dengan iklim
TSA270,masih teringat dengan masa lalu,0,TEST,A,masih mengingat masa lalu,masih mengingat masa lalu,masih mengingat masa lalu,masih mengingat masa lalu
TSA271,iklim yang ada di daerah pengungsian yang berbeda dengan iklim daerahnya sendiri,1,TEST,A,Iklim di daerah pengungsi berbeda dari iklim wilayah itu sendiri,iklim di daerah pengungsi berbeda dari iklim wilayah itu sendiri,iklim di daerah pengungsi berbeda dari iklim wilayah itu sendiri,iklim di daerah pengungsi berbeda dari iklim wilayah itu sendiri
TSA272,mereka yang tidak mudah bersosialisasi akan terkucilkan karena tidak mendapat teman atau bantuan di tempat barunya. bisa saja mereka tidak betah di tempat barunya dan sebagainya.,1,TEST,A,Mereka yang tidak mudah bersosialisasi akan dikecualikan karena mereka tidak mendapatkan teman atau membantu di tempat baru mereka. Mereka tidak bisa merasa nyaman di tempat -tempat baru mereka dan sebagainya.,mereka yang tidak mudah bersosialisasi akan dikecualikan karena mereka tidak mendapatkan teman atau membantu di tempat baru mereka mereka tidak bisa merasa nyaman di tempat tempat baru mereka dan sebagainya,mereka yang tidak mudah bersosialisasi akan dikecualikan karena mereka tidak mendapatkan teman atau membantu di tempat baru mereka mereka tidak bisa merasa nyaman di tempat tempat baru mereka dan sebagainya,mereka yang tidak mudah bersosialisasi akan dikecualikan karena mereka tidak mendapatkan teman atau membantu di tempat baru mereka mereka tidak bisa merasa nyaman di tempat tempat baru mereka dan sebagainya
TSA273,beradaptasi sama lingkungan baru,1,TEST,A,beradaptasi dengan lingkungan baru,beradaptasi dengan lingkungan baru,beradaptasi dengan lingkungan baru,beradaptasi dengan lingkungan baru
TSA274,Kemungkinan tantangannya adalah mereka tidak mendapatkan tempat tinggal dan pekerjaan yang layak,1,TEST,A,Kemungkinan tantangannya adalah mereka tidak mendapatkan tempat tinggal dan pekerjaan yang layak,kemungkinan tantangannya adalah mereka tidak mendapatkan tempat tinggal dan pekerjaan yang layak,kemungkinan tantangannya adalah mereka tidak mendapatkan tempat tinggal dan pekerjaan yang layak,kemungkinan tantangannya adalah mereka tidak mendapatkan tempat tinggal dan pekerjaan yang layak
TSA275,"keadaan ekonomi,kehilangan lahan pertaninan",1,TEST,A,"situasi ekonomi, hilangnya lahan pertanian",situasi ekonomi hilangnya lahan pertanian,situasi ekonomi belangnya lahan pertanian,situasi ekonomi belangnya lahan pertanian
